Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Sales,Profit
O0899,C157,P017,2026-05-22,2,0.15,3231.7,645.7
O0900,C199,P013,2026-03-13,3,0.15,3100.8,925.8
O0901,C141,P020,2025-12-06,4,0.15,12464.4,3260.4
O0902,C157,P050,2025-01-14,5,0.05,6279.5,2239.5
O0903,C116,P044,2025-10-07,1,0.1,3015.0,995.0
O0904,C051,P030,2025-10-31,2,0.05,2867.1,1279.1
O0905,C155,P023,2026-01-13,1,0.15,3099.1,269.1
O0906,C121,P027,2025-07-05,4,0.05,4753.8,1965.8
O0907,C119,P012,2025-12-15,3,0.05,12756.6,3231.6
O0908,C028,P023,2025-06-05,5,0.05,17318.5,3168.5
O0909,C040,P007,2026-01-18,3,0.05,13660.05,5218.05
O0910,C198,P017,2026-06-19,5,0.15,8079.25,1614.25
O0911,C095,P014,2025-05-20,1,0.05,529.15,175.15
O0912,C024,P009,2026-04-05,4,0.15,5824.2,1796.2
O0913,C009,P008,2025-12-30,2,0.15,7937.3,2183.3
O0914,C061,P002,2025-07-08,2,0,9772,4420
O0915,C146,P048,2025-09-24,2,0.05,6555.0,2615.0
O0916,C053,P002,2025-06-14,3,0.1,13192.2,5164.2
O0917,C101,P019,2025-07-28,1,0,1820,465
O0918,C037,P030,2025-01-29,1,0.15,1282.65,488.65
O0919,C050,P003,2025-07-17,3,0.15,11278.65,1705.65
O0920,C087,P042,2025-03-01,4,0,12652,5388
O0921,C131,P024,2025-02-06,5,0.1,5616.0,2301.0
O0922,C057,P006,2025-03-30,2,0.15,1077.8,211.8
O0923,C099,P012,2025-09-02,3,0,13428,3903
O0924,C015,P025,2025-01-26,3,0.1,2878.2,1045.2
O0925,C012,P034,2025-09-11,5,0.15,6396.25,2196.25
O0926,C183,P036,2025-10-30,3,0.15,10072.5,865.5
O0927,C094,P005,2026-03-23,4,0.05,14177.8,4197.8
O0928,C035,P005,2025-07-06,3,0.05,10633.35,3148.35
O0929,C131,P025,2025-07-17,2,0.1,1918.8,696.8
O0930,C001,P023,2025-04-15,2,0.1,6562.8,902.8
O0931,C199,P049,2026-06-07,3,0.05,4232.25,1307.25
O0932,C088,P030,2025-12-21,5,0,7545,3575
O0933,C027,P010,2025-11-22,1,0.1,2882.7,702.7
O0934,C095,P002,2025-07-29,3,0.1,13192.2,5164.2
O0935,C124,P045,2025-04-12,4,0.1,17193.6,7573.6
O0936,C080,P029,2025-04-24,3,0.15,1430.55,248.55
O0937,C020,P016,2026-06-05,5,0.05,13509.0,3119.0
O0938,C071,P033,2025-10-28,2,0,7550,2768
O0939,C021,P008,2025-06-11,4,0.15,15874.6,4366.6
O0940,C163,P003,2026-03-05,2,0.15,7519.1,1137.1
O0941,C072,P001,2025-02-02,3,0.15,11092.5,3283.5
O0942,C028,P031,2025-12-25,5,0.05,22800.0,3845.0
O0943,C162,P029,2025-07-20,4,0,2244,668
O0944,C105,P023,2025-06-04,1,0.1,3281.4,451.4
O0945,C149,P030,2025-12-23,4,0.15,5130.6,1954.6
O0946,C178,P045,2025-01-29,2,0,9552,4742
O0947,C189,P042,2026-03-28,5,0.1,14233.5,5153.5
O0948,C088,P039,2025-03-30,2,0.05,5593.6,2375.6
O0949,C054,P038,2026-04-17,4,0.05,11343.0,3587.0
O0950,C188,P048,2025-03-13,4,0,13800,5920
O0951,C152,P030,2025-06-21,2,0.15,2565.3,977.3
O0952,C179,P030,2025-07-24,3,0.15,3847.95,1465.95
O0953,C045,P022,2026-01-21,5,0,19145,4725
O0954,C044,P030,2025-10-04,3,0.05,4300.65,1918.65
O0955,C176,P031,2025-09-30,1,0,4800,1009
O0956,C190,P031,2026-04-09,4,0.15,16320.0,1156.0
O0957,C187,P020,2025-01-31,1,0.05,3482.7,1181.7
O0958,C155,P002,2025-03-18,1,0.05,4641.7,1965.7
O0959,C155,P001,2026-05-13,5,0.1,19575.0,6560.0
O0960,C097,P029,2025-08-09,4,0.15,1907.4,331.4
O0961,C036,P042,2026-01-13,2,0.1,5693.4,2061.4
O0962,C041,P027,2026-03-19,2,0.05,2376.9,982.9
O0963,C187,P029,2026-04-24,2,0.1,1009.8,221.8
O0964,C164,P025,2026-05-04,5,0.1,4797.0,1742.0
O0965,C077,P035,2025-06-27,1,0.1,2642.4,1002.4
O0966,C197,P042,2025-10-10,2,0.15,5377.1,1745.1
O0967,C134,P027,2025-05-16,2,0.05,2376.9,982.9
O0968,C118,P028,2025-12-22,3,0.1,12406.5,3970.5
O0969,C172,P041,2026-03-15,2,0.1,8836.2,3042.2
O0970,C167,P048,2026-04-07,2,0.1,6210.0,2270.0
O0971,C122,P028,2025-11-12,4,0.1,16542.0,5294.0
O0972,C162,P017,2026-05-30,5,0.15,8079.25,1614.25
O0973,C153,P041,2026-06-18,5,0.1,22090.5,7605.5
O0974,C067,P042,2026-02-19,5,0,15815,6735
O0975,C063,P015,2025-08-16,4,0,8748,4124
O0976,C077,P034,2026-05-08,3,0.05,4289.25,1769.25
O0977,C171,P046,2026-05-29,2,0.05,8181.4,3579.4
O0978,C115,P009,2025-08-31,1,0.15,1456.05,449.05
O0979,C167,P044,2025-04-12,4,0.05,12730.0,4650.0
O0980,C180,P022,2026-01-11,3,0.15,9763.95,1111.95
O0981,C187,P010,2025-11-07,5,0.15,13612.75,2712.75
O0982,C015,P048,2025-02-26,4,0.05,13110.0,5230.0
O0983,C136,P026,2026-01-17,3,0.15,2210.85,140.85
O0984,C175,P009,2025-08-13,4,0.05,6509.4,2481.4
O0985,C078,P040,2025-05-06,1,0.1,1911.6,471.6
O0986,C137,P014,2025-02-03,4,0.1,2005.2,589.2
O0987,C029,P033,2026-06-17,3,0.05,10758.75,3585.75
O0988,C158,P039,2025-03-19,5,0.1,13248.0,5203.0
O0989,C104,P016,2025-11-02,3,0.05,8105.4,1871.4
O0990,C050,P049,2026-01-29,4,0.15,5049.0,1149.0
O0991,C036,P027,2025-09-26,5,0.15,5316.75,1831.75
O0992,C156,P023,2025-06-13,1,0,3646,816
O0993,C103,P002,2025-11-10,4,0.15,16612.4,5908.4
O0994,C090,P032,2025-04-26,1,0.15,1898.9,781.9
O0995,C112,P017,2025-07-11,4,0.05,7223.8,2051.8
O0996,C128,P011,2026-03-26,5,0.1,6624.0,934.0
O0997,C099,P002,2026-05-27,1,0.05,4641.7,1965.7
O0998,C153,P028,2026-06-20,3,0,13785,5349
O0999,C015,P050,2025-06-17,2,0,2644,1028
O1000,C001,P027,2025-07-03,3,0.15,3190.05,1099.05
