Order_ID,Customer_ID,Product_ID,Order_Date,Quantity,Discount,Sales,Profit,Profit_Margin,Discount_Amount,Net_Sales
O0542,C012,P032,2025-04-23,5,0.1,10053.0,4468.0,44.44444444444444,1005.3000000000001,9047.7
O0543,C144,P048,2026-06-13,2,0.15,5865.0,1925.0,32.82182438192668,879.75,4985.25
O0544,C192,P048,2026-02-02,5,0.0,17250.0,7400.0,42.89855072463768,0.0,17250.0
O0545,C044,P037,2025-01-11,3,0.05,3414.3,1533.3,44.90818030050083,170.71500000000003,3243.585
O0546,C022,P049,2025-02-01,5,0.15,6311.25,1436.25,22.756981580510992,946.6875,5364.5625
O0547,C093,P010,2025-05-02,1,0.0,3203.0,1023.0,31.938807368092416,0.0,3203.0
O0548,C091,P021,2026-02-03,1,0.0,2781.0,1148.0,41.28011506652283,0.0,2781.0
O0549,C178,P022,2025-06-19,2,0.0,7658.0,1890.0,24.680073126142595,0.0,7658.0
O0550,C033,P036,2026-01-27,4,0.15,13430.0,1154.0,8.592702903946389,2014.5,11415.5
O0551,C079,P009,2025-08-07,4,0.15,5824.2,1796.2,30.840287078053642,873.63,4950.57
O0552,C013,P007,2025-04-08,4,0.0,19172.0,7916.0,41.28938034633841,0.0,19172.0
O0553,C091,P019,2026-04-27,4,0.05,6916.0,1496.0,21.631000578369,345.8,6570.2
O0554,C167,P021,2025-08-19,5,0.1,12514.5,4349.5,34.755683407247595,1251.45,11263.05
O0555,C027,P039,2025-08-03,2,0.1,5299.2,2081.2,39.273852657004824,529.92,4769.28
O0556,C171,P042,2025-12-28,3,0.0,9489.0,4041.0,42.58615238697439,0.0,9489.0
O0557,C025,P005,2026-01-04,2,0.05,7088.9,2098.9,29.608260802099057,354.445,6734.455
O0558,C166,P030,2026-02-25,1,0.1,1358.1,564.1,41.53596936897136,135.81,1222.29
O0559,C094,P042,2026-06-03,2,0.15,5377.1,1745.1,32.45429692585222,806.565,4570.535
O0560,C190,P041,2025-05-08,1,0.0,4909.0,2012.0,40.985944184151556,0.0,4909.0
O0561,C030,P029,2026-04-25,5,0.05,2664.75,694.75,26.07186415235951,133.2375,2531.5125
O0562,C101,P026,2025-04-15,3,0.15,2210.85,140.85,6.370852839405658,331.6275,1879.2224999999999
O0563,C014,P029,2026-03-15,1,0.05,532.95,138.95,26.071864152359502,26.647500000000004,506.30250000000007
O0564,C181,P036,2026-02-28,3,0.15,10072.5,865.5,8.592702903946389,1510.875,8561.625
O0565,C072,P032,2025-02-14,1,0.1,2010.6,893.6,44.44444444444445,201.06,1809.54
O0566,C150,P027,2025-11-01,1,0.0,1251.0,554.0,44.284572342126296,0.0,1251.0
O0567,C161,P022,2025-09-07,4,0.1,13784.4,2248.4,16.311192362380663,1378.44,12405.96
O0568,C198,P011,2025-02-13,2,0.0,2944.0,668.0,22.690217391304348,0.0,2944.0
O0569,C062,P042,2025-09-16,2,0.15,5377.1,1745.1,32.45429692585222,806.565,4570.535
O0570,C034,P024,2026-06-15,2,0.1,2246.4,920.4,40.97222222222222,224.64000000000001,2021.76
O0571,C016,P028,2026-02-09,2,0.1,8271.0,2647.0,32.00338532221013,827.1,7443.9
O0572,C186,P002,2026-04-19,3,0.05,13925.1,5897.1,42.34870844733611,696.2550000000001,13228.845000000001
O0573,C015,P005,2025-09-17,1,0.15,3171.35,676.35,21.326879719993062,475.7025,2695.6475
O0574,C195,P028,2025-09-13,5,0.15,19528.75,5468.75,28.003584458810728,2929.3125,16599.4375
O0575,C066,P016,2025-04-01,4,0.05,10807.2,2495.2,23.088311496039672,540.36,10266.84
O0576,C053,P037,2026-03-23,1,0.1,1078.2,451.2,41.84752365052866,107.82000000000001,970.38
O0577,C034,P048,2025-04-04,1,0.15,2932.5,962.5,32.82182438192668,439.875,2492.625
O0578,C009,P039,2025-09-20,5,0.0,14720.0,6675.0,45.346467391304344,0.0,14720.0
O0579,C010,P048,2025-10-13,5,0.05,16387.5,6537.5,39.89321128909229,819.375,15568.125
O0580,C120,P026,2025-02-18,2,0.05,1647.3,267.3,16.226552540520853,82.36500000000001,1564.935
O0581,C192,P026,2026-02-03,3,0.15,2210.85,140.85,6.370852839405658,331.6275,1879.2224999999999
O0582,C101,P049,2025-01-16,4,0.05,5643.0,1743.0,30.88782562466773,282.15000000000003,5360.85
O0583,C103,P041,2026-04-21,5,0.15,20863.25,6378.25,30.571699040178302,3129.4874999999997,17733.7625
O0584,C004,P014,2025-04-22,4,0.05,2116.6,700.6,33.100255126145704,105.83,2010.77
O0585,C076,P049,2025-05-20,1,0.15,1262.25,287.25,22.756981580510992,189.3375,1072.9125
O0586,C077,P016,2025-01-13,3,0.0,8532.0,2298.0,26.933895921237692,0.0,8532.0
O0587,C159,P004,2026-06-12,4,0.1,17546.4,2654.4,15.127889481603063,1754.6400000000003,15791.760000000002
O0588,C104,P021,2025-05-06,5,0.1,12514.5,4349.5,34.755683407247595,1251.45,11263.05
O0589,C083,P043,2025-11-08,5,0.0,13330.0,4055.0,30.420105026256568,0.0,13330.0
O0590,C013,P048,2025-10-30,3,0.1,9315.0,3405.0,36.553945249597426,931.5,8383.5
O0591,C047,P002,2026-03-20,5,0.15,20765.5,7385.5,35.566203558787414,3114.825,17650.675
O0592,C099,P017,2026-05-28,1,0.0,1901.0,608.0,31.98316675433982,0.0,1901.0
O0593,C127,P034,2026-03-09,4,0.05,5719.0,2359.0,41.2484700122399,285.95,5433.05
O0594,C049,P030,2025-02-12,3,0.0,4527.0,2145.0,47.38237243207422,0.0,4527.0
O0595,C123,P026,2025-04-17,2,0.05,1647.3,267.3,16.226552540520853,82.36500000000001,1564.935
O0596,C044,P029,2025-05-10,5,0.0,2805.0,835.0,29.76827094474153,0.0,2805.0
O0597,C101,P009,2025-03-13,5,0.1,7708.5,2673.5,34.682493351495104,770.85,6937.65
O0598,C163,P012,2026-02-16,1,0.15,3804.6,629.6,16.548388792514327,570.6899999999999,3233.91
O0599,C028,P039,2025-10-09,1,0.0,2944.0,1335.0,45.346467391304344,0.0,2944.0
O0600,C101,P010,2025-06-09,5,0.0,16015.0,5115.0,31.938807368092416,0.0,16015.0
O0601,C180,P040,2025-10-31,5,0.15,9027.0,1827.0,20.23928215353938,1354.05,7672.95
O0602,C118,P008,2026-04-28,3,0.0,14007.0,5376.0,38.3808095952024,0.0,14007.0
O0603,C133,P010,2025-12-10,1,0.05,3042.85,862.85,28.35663933483412,152.1425,2890.7075
O0604,C152,P013,2026-04-18,2,0.15,2067.2,617.2,29.856811145510843,310.08,1757.12
O0605,C084,P050,2025-02-10,4,0.15,4494.8,1262.8,28.094687194090945,674.22,3820.58
O0606,C008,P043,2026-03-04,3,0.15,6798.3,1233.3,18.141300030890072,1019.745,5778.555
O0607,C121,P026,2025-12-12,3,0.15,2210.85,140.85,6.370852839405658,331.6275,1879.2224999999999
O0608,C151,P044,2025-08-30,4,0.1,12060.0,3980.0,33.001658374792704,1206.0,10854.0
O0609,C155,P042,2026-03-05,1,0.0,3163.0,1347.0,42.58615238697439,0.0,3163.0
O0610,C174,P027,2025-11-15,4,0.1,4503.6,1715.6,38.093969269029216,450.36000000000007,4053.2400000000002
O0611,C103,P014,2025-10-30,2,0.1,1002.6,294.6,29.3836026331538,100.26,902.34
O0612,C198,P027,2026-05-03,1,0.15,1063.35,366.35,34.45243804956036,159.50249999999997,903.8475
O0613,C173,P030,2025-07-27,1,0.15,1282.65,488.65,38.09690874361672,192.3975,1090.2525
O0614,C137,P008,2025-06-29,4,0.0,18676.0,7168.0,38.3808095952024,0.0,18676.0
O0615,C096,P007,2025-06-20,5,0.0,23965.0,9895.0,41.28938034633841,0.0,23965.0
O0616,C065,P012,2025-01-21,1,0.0,4476.0,1301.0,29.066130473637173,0.0,4476.0
O0617,C074,P034,2025-12-11,1,0.1,1354.5,514.5,37.98449612403101,135.45000000000002,1219.05
O0618,C197,P007,2025-02-23,5,0.15,20370.25,6300.25,30.92868276039813,3055.5375,17314.7125
O0619,C018,P001,2025-02-07,5,0.15,18487.5,5472.5,29.601081812035158,2773.125,15714.375
O0620,C109,P002,2026-03-27,4,0.15,16612.4,5908.4,35.56620355878741,2491.86,14120.54
O0621,C016,P016,2026-02-08,4,0.15,9669.6,1357.6,14.039877554397284,1450.44,8219.16
O0622,C076,P014,2025-08-31,5,0.1,2506.5,736.5,29.3836026331538,250.65,2255.85
O0623,C025,P049,2025-07-25,4,0.05,5643.0,1743.0,30.88782562466773,282.15000000000003,5360.85
O0624,C050,P024,2025-01-03,5,0.0,6240.0,2925.0,46.875,0.0,6240.0
O0625,C190,P047,2025-01-27,3,0.1,4352.4,1376.4,31.62393162393163,435.24,3917.16
O0626,C092,P034,2025-07-04,2,0.15,2558.5,878.5,34.33652530779754,383.775,2174.725
O0627,C149,P042,2026-06-04,5,0.1,14233.5,5153.5,36.2068359855271,1423.3500000000001,12810.15
O0628,C030,P015,2025-04-04,1,0.0,2187.0,1031.0,47.142203932327384,0.0,2187.0
O0629,C108,P037,2025-01-20,4,0.15,4073.2,1565.2,38.426789747618585,610.9799999999999,3462.22
O0630,C178,P019,2025-01-18,1,0.05,1729.0,374.0,21.631000578369,86.45,1642.55
O0631,C159,P040,2025-08-12,5,0.1,9558.0,2358.0,24.670433145009415,955.8000000000001,8602.2
O0632,C185,P032,2025-03-09,1,0.15,1898.9,781.9,41.17647058823529,284.835,1614.065
O0633,C195,P032,2025-09-13,2,0.0,4468.0,2234.0,50.0,0.0,4468.0
O0634,C064,P013,2025-09-23,3,0.1,3283.2,1108.2,33.75365497076024,328.32,2954.8799999999997
O0635,C052,P016,2025-03-31,5,0.1,12798.0,2408.0,18.815439912486326,1279.8000000000002,11518.2
O0636,C118,P040,2025-11-16,4,0.0,8496.0,2736.0,32.20338983050847,0.0,8496.0
O0637,C004,P012,2026-01-11,4,0.15,15218.4,2518.4,16.548388792514327,2282.7599999999998,12935.64
O0638,C061,P039,2025-08-03,5,0.05,13984.0,5939.0,42.46996567505721,699.2,13284.8
O0639,C083,P033,2025-04-06,5,0.05,17931.25,5976.25,33.32868595329383,896.5625,17034.6875
O0640,C155,P012,2026-02-16,3,0.05,12756.6,3231.6,25.332768919618076,637.83,12118.77
O0641,C033,P010,2026-03-01,5,0.0,16015.0,5115.0,31.938807368092416,0.0,16015.0
O0642,C104,P023,2025-08-04,1,0.15,3099.1,269.1,8.683166080474978,464.86499999999995,2634.235
O0643,C032,P010,2025-04-26,2,0.15,5445.1,1085.1,19.928008668344013,816.765,4628.335
O0644,C158,P050,2025-01-01,4,0.0,5288.0,2056.0,38.88048411497731,0.0,5288.0
O0645,C173,P020,2026-05-18,1,0.1,3299.4,998.4,30.260047281323878,329.94000000000005,2969.46
O0646,C148,P042,2025-05-15,2,0.05,6009.7,2377.7,39.56437093365725,300.485,5709.215
O0647,C187,P040,2025-11-01,4,0.05,8071.2,2311.2,28.63514719000892,403.56,7667.639999999999
O0648,C135,P035,2025-07-05,5,0.0,14680.0,6480.0,44.141689373297005,0.0,14680.0
O0649,C107,P017,2025-02-04,1,0.15,1615.85,322.85,19.98019618157626,242.37749999999997,1373.4724999999999
O0650,C190,P005,2025-12-16,5,0.15,15856.75,3381.75,21.326879719993062,2378.5125,13478.2375
O0651,C005,P035,2026-05-26,5,0.05,13946.0,5746.0,41.20177828768106,697.3000000000001,13248.7
O0652,C086,P040,2025-06-11,5,0.15,9027.0,1827.0,20.23928215353938,1354.05,7672.95
O0653,C073,P003,2025-08-26,4,0.05,16807.4,4043.4,24.057260492402154,840.3700000000001,15967.03
O0654,C050,P039,2025-03-26,1,0.05,2796.8,1187.8,42.4699656750572,139.84,2656.96
O0655,C052,P011,2025-10-22,3,0.0,4416.0,1002.0,22.690217391304348,0.0,4416.0
O0656,C065,P041,2025-11-18,1,0.15,4172.65,1275.65,30.571699040178306,625.8974999999999,3546.7524999999996
O0657,C041,P036,2025-06-17,4,0.1,14220.0,1944.0,13.670886075949367,1422.0,12798.0
O0658,C172,P037,2025-12-07,5,0.1,5391.0,2256.0,41.84752365052866,539.1,4851.9
O0659,C025,P046,2026-01-20,5,0.15,18300.5,6795.5,37.132865222261685,2745.075,15555.425
O0660,C011,P008,2025-08-13,1,0.1,4202.1,1325.1,31.534232883558218,420.21000000000004,3781.8900000000003
O0661,C198,P025,2025-01-21,2,0.1,1918.8,696.8,36.31436314363143,191.88,1726.92
O0662,C011,P019,2025-08-20,1,0.05,1729.0,374.0,21.631000578369,86.45,1642.55
O0663,C132,P050,2026-04-18,1,0.0,1322.0,514.0,38.88048411497731,0.0,1322.0
O0664,C089,P010,2025-12-01,5,0.05,15214.25,4314.25,28.35663933483412,760.7125000000001,14453.5375
O0665,C163,P020,2025-04-13,5,0.15,15580.5,4075.5,26.157697121401753,2337.075,13243.425
O0666,C195,P020,2026-02-19,2,0.05,6965.4,2363.4,33.93057110862262,348.27,6617.129999999999
O0667,C161,P022,2025-09-02,2,0.05,7275.1,1507.1,20.715866448571152,363.75500000000005,6911.345
O0668,C084,P045,2026-04-09,5,0.15,20298.0,8273.0,40.75771011922357,3044.7,17253.3
O0669,C080,P030,2025-01-20,5,0.05,7167.75,3197.75,44.6130236127097,358.38750000000005,6809.3625
O0670,C109,P028,2025-08-04,4,0.05,17461.0,6213.0,35.58215451577802,873.0500000000001,16587.95
O0671,C040,P036,2025-05-16,1,0.0,3950.0,881.0,22.303797468354432,0.0,3950.0
O0672,C095,P018,2025-12-29,5,0.0,18350.0,9090.0,49.536784741144416,0.0,18350.0
O0673,C148,P005,2026-02-23,4,0.0,14924.0,4944.0,33.127847761994104,0.0,14924.0
O0674,C108,P021,2025-09-10,2,0.0,5562.0,2296.0,41.28011506652283,0.0,5562.0
O0675,C185,P014,2025-12-30,1,0.1,501.3,147.3,29.3836026331538,50.13,451.17
O0676,C175,P013,2026-06-07,1,0.15,1033.6,308.6,29.856811145510843,155.04,878.56
O0677,C121,P005,2026-05-11,2,0.15,6342.7,1352.7,21.326879719993062,951.405,5391.295
O0678,C125,P022,2025-06-13,1,0.0,3829.0,945.0,24.680073126142595,0.0,3829.0
O0679,C129,P039,2025-03-30,1,0.15,2502.4,893.4,35.70172634271099,375.36,2127.04
O0680,C001,P015,2025-03-05,3,0.0,6561.0,3093.0,47.142203932327384,0.0,6561.0
O0681,C123,P047,2026-06-04,5,0.15,6851.0,1891.0,27.601809954751133,1027.6499999999999,5823.35
O0682,C164,P008,2025-07-18,3,0.1,12606.3,3975.3,31.53423288355822,1260.63,11345.669999999998
O0683,C182,P002,2025-06-29,4,0.05,18566.8,7862.8,42.34870844733611,928.34,17638.46
O0684,C161,P008,2025-07-20,2,0.15,7937.3,2183.3,27.506834817885178,1190.595,6746.705
O0685,C069,P046,2025-04-24,1,0.05,4090.7,1789.7,43.75045835676046,204.535,3886.165
O0686,C119,P006,2026-04-01,4,0.15,2155.6,423.6,19.651141213583227,323.34,1832.26
O0687,C132,P013,2025-10-08,1,0.1,1094.4,369.4,33.75365497076023,109.44000000000001,984.96
O0688,C081,P018,2025-07-18,4,0.0,14680.0,7272.0,49.536784741144416,0.0,14680.0
O0689,C056,P007,2026-06-23,4,0.1,17254.8,5998.8,34.76597816259824,1725.48,15529.32
O0690,C018,P037,2025-04-26,3,0.05,3414.3,1533.3,44.90818030050083,170.71500000000003,3243.585
O0691,C038,P015,2026-03-16,5,0.05,10388.25,4608.25,44.36021466560778,519.4125,9868.8375
O0692,C020,P048,2025-10-05,4,0.15,11730.0,3850.0,32.82182438192668,1759.5,9970.5
O0693,C107,P001,2025-12-13,2,0.0,8700.0,3494.0,40.160919540229884,0.0,8700.0
O0694,C037,P007,2026-05-07,4,0.05,18213.4,6957.4,38.199347732987796,910.6700000000001,17302.730000000003
O0695,C147,P005,2026-03-16,3,0.15,9514.05,2029.05,21.326879719993062,1427.1074999999998,8086.942499999999
O0696,C012,P003,2026-02-28,4,0.0,17692.0,4928.0,27.85439746778205,0.0,17692.0
O0697,C115,P018,2026-02-08,3,0.0,11010.0,5454.0,49.536784741144416,0.0,11010.0
O0698,C110,P028,2025-02-20,5,0.0,22975.0,8915.0,38.80304678998912,0.0,22975.0
O0699,C013,P044,2025-10-08,1,0.0,3350.0,1330.0,39.701492537313435,0.0,3350.0
O0700,C125,P003,2025-03-14,2,0.05,8403.7,2021.7,24.057260492402154,420.18500000000006,7983.515
O0701,C021,P024,2025-09-14,5,0.15,5304.0,1989.0,37.5,795.6,4508.4
O0702,C009,P024,2025-06-28,2,0.0,2496.0,1170.0,46.875,0.0,2496.0
O0703,C121,P027,2025-04-26,5,0.05,5942.25,2457.25,41.35218141276453,297.1125,5645.1375
O0704,C096,P002,2026-05-29,3,0.0,14658.0,6630.0,45.2312730249693,0.0,14658.0
O0705,C081,P025,2026-03-27,5,0.1,4797.0,1742.0,36.31436314363143,479.70000000000005,4317.3
O0706,C185,P039,2025-01-13,3,0.1,7948.8,3121.8,39.27385265700483,794.8800000000001,7153.92
O0707,C147,P033,2026-06-06,3,0.15,9626.25,2453.25,25.485001947798985,1443.9375,8182.3125
O0708,C179,P032,2025-07-30,5,0.15,9494.5,3909.5,41.17647058823529,1424.175,8070.325
O0709,C129,P003,2025-09-10,4,0.15,15038.2,2274.2,15.12282055033182,2255.73,12782.470000000001
O0710,C005,P045,2026-04-18,1,0.05,4537.2,2132.2,46.99374063298951,226.86,4310.34
O0711,C042,P049,2025-03-31,5,0.1,6682.5,1807.5,27.048260381593714,668.25,6014.25
O0712,C057,P001,2025-01-22,4,0.15,14790.0,4378.0,29.601081812035158,2218.5,12571.5
O0713,C059,P001,2025-09-26,4,0.0,17400.0,6988.0,40.160919540229884,0.0,17400.0
O0714,C163,P043,2026-05-16,4,0.0,10664.0,3244.0,30.420105026256568,0.0,10664.0
O0715,C033,P012,2025-03-06,1,0.15,3804.6,629.6,16.548388792514327,570.6899999999999,3233.91
O0716,C148,P043,2026-04-25,5,0.15,11330.5,2055.5,18.141300030890076,1699.575,9630.925
O0717,C074,P033,2026-01-14,4,0.0,15100.0,5536.0,36.66225165562914,0.0,15100.0
O0718,C105,P005,2025-03-29,2,0.0,7462.0,2472.0,33.127847761994104,0.0,7462.0
O0719,C039,P005,2026-06-25,2,0.1,6715.8,1725.8,25.69760862443789,671.58,6044.22
O0720,C116,P050,2026-06-15,1,0.1,1189.8,381.8,32.08942679441923,118.98,1070.82
O0721,C041,P042,2025-12-31,4,0.0,12652.0,5388.0,42.58615238697439,0.0,12652.0
O0722,C040,P031,2025-04-29,1,0.15,4080.0,289.0,7.083333333333333,612.0,3468.0
O0723,C095,P023,2025-02-02,1,0.0,3646.0,816.0,22.38069116840373,0.0,3646.0
O0724,C035,P045,2025-03-12,1,0.0,4776.0,2371.0,49.64405360134003,0.0,4776.0
O0725,C186,P030,2026-05-22,5,0.15,6413.25,2443.25,38.09690874361673,961.9875,5451.2625
O0726,C093,P050,2025-08-29,5,0.05,6279.5,2239.5,35.66366748944979,313.975,5965.525
O0727,C057,P032,2025-01-11,2,0.0,4468.0,2234.0,50.0,0.0,4468.0
O0728,C175,P023,2025-03-22,2,0.1,6562.8,902.8,13.756323520448587,656.2800000000001,5906.52
O0729,C035,P023,2026-06-11,5,0.05,17318.5,3168.5,18.295464387793402,865.9250000000001,16452.575
O0730,C100,P047,2025-02-18,2,0.15,2740.4,756.4,27.60180995475113,411.06,2329.34
O0731,C087,P018,2025-03-18,5,0.05,17432.5,8172.5,46.88082604330991,871.625,16560.875
O0732,C044,P046,2025-05-03,1,0.0,4306.0,2005.0,46.56293543892243,0.0,4306.0
O0733,C082,P050,2025-12-20,5,0.05,6279.5,2239.5,35.66366748944979,313.975,5965.525
O0734,C114,P036,2025-06-27,1,0.05,3752.5,683.5,18.2145236508994,187.625,3564.875
O0735,C058,P039,2025-07-10,3,0.1,7948.8,3121.8,39.27385265700483,794.8800000000001,7153.92
O0736,C051,P039,2026-06-20,4,0.05,11187.2,4751.2,42.4699656750572,559.36,10627.84
O0737,C183,P042,2025-06-28,1,0.1,2846.7,1030.7,36.2068359855271,284.67,2562.0299999999997
O0738,C087,P007,2026-04-27,1,0.0,4793.0,1979.0,41.28938034633841,0.0,4793.0
O0739,C030,P044,2025-10-29,4,0.0,13400.0,5320.0,39.701492537313435,0.0,13400.0
O0740,C016,P032,2025-01-02,2,0.0,4468.0,2234.0,50.0,0.0,4468.0
O0741,C147,P011,2025-04-28,1,0.0,1472.0,334.0,22.690217391304348,0.0,1472.0
O0742,C157,P013,2025-06-11,3,0.1,3283.2,1108.2,33.75365497076024,328.32,2954.8799999999997
O0743,C054,P020,2026-02-17,2,0.0,7332.0,2730.0,37.234042553191486,0.0,7332.0
O0744,C181,P004,2026-03-08,1,0.05,4630.3,907.3,19.594842666781847,231.51500000000001,4398.785
O0745,C056,P015,2026-02-13,3,0.05,6232.95,2764.95,44.36021466560778,311.64750000000004,5921.3025
O0746,C111,P023,2025-08-29,5,0.1,16407.0,2257.0,13.756323520448587,1640.7,14766.3
O0747,C077,P049,2026-05-23,3,0.05,4232.25,1307.25,30.88782562466773,211.6125,4020.6375
O0748,C133,P023,2026-04-25,1,0.05,3463.7,633.7,18.295464387793402,173.185,3290.515
O0749,C135,P036,2026-05-04,1,0.15,3357.5,288.5,8.592702903946389,503.625,2853.875
O0750,C159,P017,2025-11-18,5,0.0,9505.0,3040.0,31.98316675433982,0.0,9505.0
O0751,C055,P018,2025-06-02,1,0.05,3486.5,1634.5,46.88082604330991,174.32500000000002,3312.175
O0752,C192,P020,2025-10-18,1,0.0,3666.0,1365.0,37.234042553191486,0.0,3666.0
O0753,C105,P009,2025-04-08,4,0.1,6166.8,2138.8,34.682493351495104,616.6800000000001,5550.12
O0754,C115,P022,2025-02-28,4,0.05,14550.2,3014.2,20.715866448571152,727.5100000000001,13822.69
O0755,C050,P035,2025-10-30,5,0.05,13946.0,5746.0,41.20177828768106,697.3000000000001,13248.7
O0756,C172,P007,2025-07-05,3,0.15,12222.15,3780.15,30.92868276039813,1833.3225,10388.8275
O0757,C122,P011,2025-05-29,4,0.05,5593.6,1041.6,18.621281464530888,279.68,5313.92
O0758,C187,P006,2026-01-22,1,0.1,570.6,137.6,24.11496670171749,57.06,513.54
O0759,C153,P010,2025-09-26,5,0.0,16015.0,5115.0,31.938807368092416,0.0,16015.0
O0760,C140,P021,2026-06-23,1,0.0,2781.0,1148.0,41.28011506652283,0.0,2781.0
O0761,C177,P026,2025-10-11,2,0.05,1647.3,267.3,16.226552540520853,82.36500000000001,1564.935
O0762,C108,P016,2025-10-13,4,0.1,10238.4,1926.4,18.81543991248633,1023.84,9214.56
O0763,C081,P012,2025-03-25,1,0.0,4476.0,1301.0,29.066130473637173,0.0,4476.0
O0764,C173,P010,2025-03-10,5,0.05,15214.25,4314.25,28.35663933483412,760.7125000000001,14453.5375
O0765,C159,P009,2025-08-15,3,0.0,5139.0,2118.0,41.21424401634559,0.0,5139.0
O0766,C157,P018,2026-05-26,2,0.0,7340.0,3636.0,49.536784741144416,0.0,7340.0
O0767,C165,P015,2025-03-14,3,0.05,6232.95,2764.95,44.36021466560778,311.64750000000004,5921.3025
O0768,C056,P041,2026-04-30,2,0.0,9818.0,4024.0,40.985944184151556,0.0,9818.0
O0769,C159,P018,2026-06-11,4,0.05,13946.0,6538.0,46.88082604330991,697.3000000000001,13248.7
O0770,C042,P043,2025-12-02,4,0.0,10664.0,3244.0,30.420105026256568,0.0,10664.0
O0771,C023,P006,2025-08-28,5,0.15,2694.5,529.5,19.651141213583227,404.175,2290.325
O0772,C184,P045,2026-01-01,4,0.15,16238.4,6618.4,40.75771011922357,2435.7599999999998,13802.64
O0773,C034,P042,2026-03-18,2,0.0,6326.0,2694.0,42.58615238697439,0.0,6326.0
O0774,C012,P029,2025-12-30,2,0.15,953.7,165.7,17.374436405578273,143.055,810.645
O0775,C001,P020,2025-06-23,2,0.1,6598.8,1996.8,30.260047281323878,659.8800000000001,5938.92
O0776,C087,P003,2026-06-21,3,0.1,11942.1,2369.1,19.83821940864672,1194.21,10747.89
O0777,C149,P034,2026-06-07,1,0.05,1429.75,589.75,41.2484700122399,71.4875,1358.2625
O0778,C014,P035,2025-02-20,2,0.15,4991.2,1711.2,34.284340439172944,748.68,4242.5199999999995
O0779,C041,P045,2026-04-03,1,0.15,4059.6,1654.6,40.75771011922357,608.9399999999999,3450.66
O0780,C086,P048,2025-04-24,3,0.0,10350.0,4440.0,42.89855072463768,0.0,10350.0
O0781,C113,P013,2025-02-05,1,0.0,1216.0,491.0,40.37828947368421,0.0,1216.0
O0782,C083,P044,2025-05-03,1,0.0,3350.0,1330.0,39.701492537313435,0.0,3350.0
O0783,C046,P022,2026-03-20,2,0.15,6509.3,741.3,11.388321324873642,976.395,5532.905000000001
O0784,C163,P046,2025-10-22,3,0.0,12918.0,6015.0,46.56293543892243,0.0,12918.0
O0785,C155,P047,2025-03-02,3,0.1,4352.4,1376.4,31.62393162393163,435.24,3917.16
O0786,C010,P022,2025-09-03,4,0.05,14550.2,3014.2,20.715866448571152,727.5100000000001,13822.69
O0787,C170,P050,2025-11-28,4,0.05,5023.6,1791.6,35.66366748944979,251.18000000000004,4772.42
O0788,C060,P038,2025-03-27,4,0.15,10149.0,2393.0,23.57867770223667,1522.35,8626.65
O0789,C123,P045,2026-01-08,4,0.0,19104.0,9484.0,49.64405360134003,0.0,19104.0
O0790,C132,P047,2025-10-20,2,0.15,2740.4,756.4,27.60180995475113,411.06,2329.34
O0791,C109,P011,2025-02-12,3,0.0,4416.0,1002.0,22.690217391304348,0.0,4416.0
O0792,C199,P025,2026-06-11,4,0.1,3837.6,1393.6,36.31436314363143,383.76,3453.84
O0793,C140,P018,2025-11-01,2,0.15,6239.0,2535.0,40.631511460169904,935.8499999999999,5303.15
O0794,C064,P025,2025-10-08,3,0.05,3038.1,1205.1,39.66623876765083,151.905,2886.1949999999997
O0795,C079,P037,2026-03-25,5,0.0,5990.0,2855.0,47.66277128547579,0.0,5990.0
O0796,C195,P044,2025-03-03,4,0.05,12730.0,4650.0,36.52788688138256,636.5,12093.5
O0797,C075,P041,2026-06-13,5,0.05,23317.75,8832.75,37.879941246475326,1165.8875,22151.8625
O0798,C027,P035,2026-05-01,1,0.15,2495.6,855.6,34.284340439172944,374.34,2121.2599999999998
O0799,C098,P027,2025-08-13,2,0.1,2251.8,857.8,38.093969269029216,225.18000000000004,2026.6200000000001
O0800,C129,P009,2025-09-19,5,0.1,7708.5,2673.5,34.682493351495104,770.85,6937.65
O0801,C084,P014,2026-01-11,5,0.0,2785.0,1015.0,36.44524236983842,0.0,2785.0
O0802,C038,P042,2025-05-05,3,0.15,8065.65,2617.65,32.454296925852226,1209.8474999999999,6855.8025
O0803,C190,P006,2026-06-20,3,0.0,1902.0,603.0,31.703470031545745,0.0,1902.0
O0804,C087,P016,2025-01-28,1,0.0,2844.0,766.0,26.933895921237692,0.0,2844.0
O0805,C072,P029,2025-10-01,3,0.1,1514.7,332.7,21.964745494157256,151.47,1363.23
O0806,C123,P031,2026-04-20,1,0.0,4800.0,1009.0,21.020833333333332,0.0,4800.0
O0807,C054,P043,2025-12-22,4,0.1,9597.6,2177.6,22.689005584729514,959.7600000000001,8637.84
O0808,C097,P016,2025-12-06,5,0.1,12798.0,2408.0,18.815439912486326,1279.8000000000002,11518.2
O0809,C156,P050,2026-05-24,2,0.0,2644.0,1028.0,38.88048411497731,0.0,2644.0
O0810,C146,P011,2025-06-11,1,0.1,1324.8,186.8,14.100241545893722,132.48,1192.32
O0811,C172,P022,2025-06-25,4,0.05,14550.2,3014.2,20.715866448571152,727.5100000000001,13822.69
O0812,C084,P004,2026-01-16,3,0.1,13159.8,1990.8,15.127889481603066,1315.98,11843.82
O0813,C048,P001,2025-06-08,2,0.1,7830.0,2624.0,33.51213282247765,783.0,7047.0
